kingdom,class,species,decimalLatitude,decimalLongitude,species_fr
Animalia,Aves,Aythya nyroca,45.2933,20.4284,Fuligule nyroca
Animalia,Aves,Crex crex,43.1456,22.6061,Râle des genêts
Animalia,Aves,Limosa limosa,45.0811,20.6334,Barge à queue noire
Animalia,Mammalia,Sciurus vulgaris,44.778867,20.467117000000002,Ecureuil Roux
Plantae,Magnoliopsida,Chelidonium majus,45.798474,20.122656,Grande chélidoine
Plantae,Magnoliopsida,Malva sylvestris,43.974292999999996,19.566506,Grande mauve
Plantae,Magnoliopsida,Bellis perennis,45.799306,20.124244,Paquerette
Animalia,Aves,Aythya nyroca,46.0442,19.9375,Fuligule nyroca
Animalia,Aves,Aythya nyroca,46.0412,20.1208,Fuligule nyroca
Animalia,Aves,Aythya nyroca,45.4283,19.9337,Fuligule nyroca
Animalia,Aves,Aythya nyroca,44.8475,20.5333,Fuligule nyroca
Plantae,Magnoliopsida,Sempervivum tectorum,44.760036,20.736317,Joubarbe des toits
Plantae,Magnoliopsida,Phytolacca americana,44.825821999999995,20.462787,Raisin d'Amérique
Plantae,Magnoliopsida,Robinia pseudoacacia,45.825904,19.64126,Robinier faux acacia
Plantae,Magnoliopsida,Chelidonium majus,45.665655,19.692757999999998,Grande chélidoine
Plantae,Magnoliopsida,Achillea millefolium,43.885239,19.552802,Achilée millefeuille
Plantae,Magnoliopsida,Phytolacca americana,43.824166999999996,20.478333,Raisin d'Amérique
Plantae,Magnoliopsida,Achillea millefolium,44.7729,19.648378,Achilée millefeuille
Plantae,Magnoliopsida,Phytolacca americana,44.807935,20.701710000000002,Raisin d'Amérique
Plantae,Magnoliopsida,Sempervivum tectorum,45.756667,19.105,Joubarbe des toits
Plantae,Magnoliopsida,Hedera helix,45.258479,19.845501000000002,Lierre grimpant
Plantae,Magnoliopsida,Achillea millefolium,44.478479,20.577433,Achilée millefeuille
Plantae,Magnoliopsida,Achillea millefolium,42.923333,22.039167000000003,Achilée millefeuille
Plantae,Magnoliopsida,Achillea millefolium,44.813515,20.370178,Achilée millefeuille
Plantae,Magnoliopsida,Hedera helix,44.796478,20.498018,Lierre grimpant
Plantae,Magnoliopsida,Chelidonium majus,44.734673,20.464148,Grande chélidoine
Plantae,Magnoliopsida,Malva sylvestris,45.230387,19.809821,Grande mauve
Plantae,Magnoliopsida,Hedera helix,42.973958,22.13089,Lierre grimpant
Plantae,Magnoliopsida,Chelidonium majus,44.8521,20.365372,Grande chélidoine
Plantae,Magnoliopsida,Bellis perennis,44.972491,19.614116,Paquerette
Plantae,Magnoliopsida,Chelidonium majus,44.8395,20.412079000000002,Grande chélidoine
Plantae,Magnoliopsida,Phytolacca americana,44.787233,20.523851999999998,Raisin d'Amérique
Plantae,Magnoliopsida,Robinia pseudoacacia,44.786568,20.448922,Robinier faux acacia
Plantae,Magnoliopsida,Phytolacca americana,44.360514,20.189804000000002,Raisin d'Amérique
Plantae,Magnoliopsida,Malva sylvestris,44.818611,20.421389,Grande mauve
Plantae,Magnoliopsida,Achillea millefolium,44.70874,22.404685999999998,Achilée millefeuille
Plantae,Magnoliopsida,Chelidonium majus,44.072340000000004,22.156001,Grande chélidoine
Plantae,Magnoliopsida,Hedera helix,45.231844,19.808538000000002,Lierre grimpant
Plantae,Magnoliopsida,Chelidonium majus,43.831356,19.915886999999998,Grande chélidoine
Plantae,Magnoliopsida,Bellis perennis,44.53683,19.249007000000002,Paquerette
Plantae,Magnoliopsida,Achillea millefolium,46.108129,19.659154,Achilée millefeuille
Plantae,Magnoliopsida,Hedera helix,44.773427000000005,20.427933,Lierre grimpant
Plantae,Magnoliopsida,Acer platanoides,43.279047999999996,20.623722,Erable plane
Plantae,Magnoliopsida,Acer platanoides,45.370591,20.401998000000003,Erable plane
Plantae,Magnoliopsida,Achillea millefolium,44.745568,20.500894,Achilée millefeuille
Plantae,Magnoliopsida,Cichorium intybus,43.453657,19.863861,Chicorée sauvage
Plantae,Magnoliopsida,Chelidonium majus,45.121891,21.294939000000003,Grande chélidoine
Plantae,Magnoliopsida,Achillea millefolium,45.39411,20.433069,Achilée millefeuille
Plantae,Magnoliopsida,Malva sylvestris,44.770853,20.488864000000003,Grande mauve
Plantae,Magnoliopsida,Chelidonium majus,45.595964,20.138634,Grande chélidoine
Plantae,Magnoliopsida,Cichorium intybus,44.654959999999996,20.86671,Chicorée sauvage
Plantae,Magnoliopsida,Phytolacca americana,44.018588,20.455112,Raisin d'Amérique
Plantae,Magnoliopsida,Robinia pseudoacacia,45.608155,19.518067000000002,Robinier faux acacia
Plantae,Magnoliopsida,Acer platanoides,43.138018,20.507638,Erable plane
Plantae,Magnoliopsida,Acer platanoides,44.667341,20.196077,Erable plane
Plantae,Magnoliopsida,Acer platanoides,44.977703999999996,19.586327999999998,Erable plane
Plantae,Magnoliopsida,Hedera helix,45.246666999999995,19.813056,Lierre grimpant
Plantae,Magnoliopsida,Acer platanoides,44.767266,20.475592000000002,Erable plane
Plantae,Magnoliopsida,Malva sylvestris,45.260971000000005,19.853806,Grande mauve
Plantae,Magnoliopsida,Malva sylvestris,45.207256,20.310249,Grande mauve
Plantae,Magnoliopsida,Acer platanoides,44.813379,20.372235999999997,Erable plane
Plantae,Magnoliopsida,Chelidonium majus,44.868419,20.476720999999998,Grande chélidoine
Plantae,Magnoliopsida,Chelidonium majus,43.309624,21.924467,Grande chélidoine
Plantae,Magnoliopsida,Malva sylvestris,44.609167,22.601944,Grande mauve
Plantae,Magnoliopsida,Achillea millefolium,44.254474,19.93925,Achilée millefeuille
Plantae,Magnoliopsida,Chelidonium majus,44.734787,20.464146,Grande chélidoine
Plantae,Magnoliopsida,Hedera helix,44.859345000000005,20.372018,Lierre grimpant
Plantae,Magnoliopsida,Achillea millefolium,45.155736,19.835781,Achilée millefeuille
Plantae,Magnoliopsida,Hedera helix,44.764844000000004,20.476114000000003,Lierre grimpant
Plantae,Magnoliopsida,Chelidonium majus,44.667336999999996,20.196051999999998,Grande chélidoine
Plantae,Magnoliopsida,Chelidonium majus,44.622127,22.652545,Grande chélidoine
Plantae,Magnoliopsida,Bellis perennis,45.530056,20.031645,Paquerette
Plantae,Magnoliopsida,Bellis perennis,44.435833,21.539444,Paquerette
Plantae,Magnoliopsida,Achillea millefolium,45.299721999999996,19.816111,Achilée millefeuille
Plantae,Magnoliopsida,Sempervivum tectorum,44.649753999999994,20.903518,Joubarbe des toits
Plantae,Magnoliopsida,Acer platanoides,45.240514000000005,19.803468,Erable plane
Plantae,Magnoliopsida,Phytolacca americana,44.311256,19.204272,Raisin d'Amérique
Plantae,Magnoliopsida,Achillea millefolium,44.613958000000004,21.170178,Achilée millefeuille
Plantae,Magnoliopsida,Achillea millefolium,45.238228,19.771748000000002,Achilée millefeuille
Plantae,Magnoliopsida,Phytolacca americana,43.321388,22.0625,Raisin d'Amérique
Plantae,Magnoliopsida,Acer platanoides,44.770821000000005,20.42824,Erable plane
Plantae,Magnoliopsida,Phytolacca americana,44.659584,19.82548,Raisin d'Amérique
Plantae,Magnoliopsida,Malva sylvestris,43.862096,21.413528,Grande mauve
Plantae,Magnoliopsida,Bellis perennis,44.740803,20.463625,Paquerette
Plantae,Magnoliopsida,Chelidonium majus,45.572717,19.632926,Grande chélidoine
Plantae,Magnoliopsida,Bellis perennis,44.680405,20.711896,Paquerette
Plantae,Magnoliopsida,Phytolacca americana,46.105,19.691216,Raisin d'Amérique
Plantae,Magnoliopsida,Bellis perennis,44.973083,19.613895,Paquerette
Plantae,Magnoliopsida,Acer platanoides,44.819825,20.421097,Erable plane
Plantae,Magnoliopsida,Chelidonium majus,44.848490999999996,20.464626000000003,Grande chélidoine
Plantae,Magnoliopsida,Sempervivum tectorum,44.867323999999996,20.641178,Joubarbe des toits
Animalia,Aves,Aythya nyroca,44.8828,21.2479,Fuligule nyroca
Animalia,Mammalia,Sciurus vulgaris,43.291484000000004,22.011049,Ecureuil Roux
Animalia,Mammalia,Ursus arctos,43.94126,19.309783,Ours brun
Animalia,Mammalia,Erinaceus roumanicus,44.736919,20.519851,Hérisson
Plantae,Magnoliopsida,Chelidonium majus,45.799118,20.124197,Grande chélidoine
Animalia,Mammalia,Sciurus vulgaris,44.823572999999996,20.449521,Ecureuil Roux
Plantae,Magnoliopsida,Chelidonium majus,44.246247,19.886444,Grande chélidoine
Animalia,Mammalia,Lepus europaeus,44.209167,19.971944,Lièvre d'europe
Plantae,Magnoliopsida,Cichorium intybus,43.292889,22.027065,Chicorée sauvage
Animalia,Aves,Aythya nyroca,44.8475,20.5333,Fuligule nyroca
Animalia,Aves,Aythya nyroca,45.3899,19.8566,Fuligule nyroca
Plantae,Magnoliopsida,Bellis perennis,44.718671,20.219953,Paquerette
Plantae,Magnoliopsida,Malva sylvestris,43.289407000000004,19.556809,Grande mauve
Animalia,Aves,Numenius arquata,46.0442,19.9375,Courlis cendré
Animalia,Aves,Aythya nyroca,44.4281,20.1435,Fuligule nyroca
Animalia,Aves,Aythya nyroca,44.8309,20.4551,Fuligule nyroca
Plantae,Magnoliopsida,Achillea millefolium,44.23529,19.863999,Achilée millefeuille
Plantae,Magnoliopsida,Hedera helix,43.95584,19.433818,Lierre grimpant
Animalia,Aves,Aquila clanga,45.0899,20.453,Aigle criard
Animalia,Aves,Aythya nyroca,45.4623,19.9604,Fuligule nyroca
Animalia,Mammalia,Talpa europaea,44.254405,19.940553,Taupe d'europe
Plantae,Magnoliopsida,Cichorium intybus,44.249559000000005,19.93017,Chicorée sauvage
Plantae,Magnoliopsida,Bellis perennis,44.823278,20.454462,Paquerette
Animalia,Aves,Aythya nyroca,44.9079,20.375,Fuligule nyroca
Animalia,Aves,Aythya nyroca,44.8233,20.4416,Fuligule nyroca
Plantae,Magnoliopsida,Phytolacca americana,44.494215000000004,19.583388,Raisin d'Amérique
Plantae,Magnoliopsida,Robinia pseudoacacia,45.2104,19.936277,Robinier faux acacia
Plantae,Magnoliopsida,Bellis perennis,43.40781,22.443033,Paquerette
Plantae,Magnoliopsida,Bellis perennis,44.827839000000004,20.417122,Paquerette
Plantae,Magnoliopsida,Hedera helix,44.757512,20.422258,Lierre grimpant
Plantae,Magnoliopsida,Achillea millefolium,43.899167,22.283333,Achilée millefeuille
Plantae,Magnoliopsida,Acer platanoides,44.731117,20.423644,Erable plane
Plantae,Magnoliopsida,Achillea millefolium,45.293381,19.824617,Achilée millefeuille
Plantae,Magnoliopsida,Sempervivum tectorum,43.569518,19.76724,Joubarbe des toits
Plantae,Magnoliopsida,Robinia pseudoacacia,44.74505,20.418866,Robinier faux acacia
Plantae,Magnoliopsida,Phytolacca americana,44.491199,20.375193,Raisin d'Amérique
Plantae,Magnoliopsida,Acer platanoides,44.811911,20.364663,Erable plane
Plantae,Magnoliopsida,Robinia pseudoacacia,43.32053,21.913542,Robinier faux acacia
Plantae,Magnoliopsida,Bellis perennis,43.561962,20.7584,Paquerette
Plantae,Magnoliopsida,Phytolacca americana,44.62341,22.660367,Raisin d'Amérique
Plantae,Magnoliopsida,Malva sylvestris,44.814923,20.412777,Grande mauve
Plantae,Magnoliopsida,Malva sylvestris,45.392022999999995,20.38818,Grande mauve
Plantae,Magnoliopsida,Hedera helix,43.139747,20.510809,Lierre grimpant
Plantae,Magnoliopsida,Cichorium intybus,44.716808,20.516845999999997,Chicorée sauvage
Plantae,Magnoliopsida,Malva sylvestris,44.81426,20.369194,Grande mauve
Plantae,Magnoliopsida,Achillea millefolium,45.559831,19.425760999999998,Achilée millefeuille
Plantae,Magnoliopsida,Hedera helix,44.813107,20.407673000000003,Lierre grimpant
Plantae,Magnoliopsida,Cichorium intybus,44.730887,20.377143,Chicorée sauvage
Plantae,Magnoliopsida,Phytolacca americana,44.791637,20.433634,Raisin d'Amérique
Plantae,Magnoliopsida,Hedera helix,43.845381,19.766569,Lierre grimpant
Plantae,Magnoliopsida,Achillea millefolium,42.988009999999996,20.326874,Achilée millefeuille
Plantae,Magnoliopsida,Bellis perennis,44.812343,20.463245999999998,Paquerette
Plantae,Magnoliopsida,Hedera helix,44.992488,20.138001000000003,Lierre grimpant
Plantae,Magnoliopsida,Achillea millefolium,43.622679,21.2527,Achilée millefeuille
Plantae,Magnoliopsida,Achillea millefolium,42.743611,22.325833,Achilée millefeuille
Plantae,Magnoliopsida,Hedera helix,45.236302,19.804161999999998,Lierre grimpant
Plantae,Magnoliopsida,Chelidonium majus,44.354195000000004,19.368332000000002,Grande chélidoine
Plantae,Magnoliopsida,Acer platanoides,45.247292,19.852275,Erable plane
Plantae,Magnoliopsida,Malva sylvestris,46.098628999999995,19.668304,Grande mauve
Plantae,Magnoliopsida,Hedera helix,44.536926,22.055305,Lierre grimpant
Plantae,Magnoliopsida,Acer platanoides,44.727699,20.424295,Erable plane
Plantae,Magnoliopsida,Robinia pseudoacacia,44.817778000000004,20.414444,Robinier faux acacia
Plantae,Magnoliopsida,Acer platanoides,43.893696000000006,20.342145000000002,Erable plane
Plantae,Magnoliopsida,Malva sylvestris,44.595278,20.966110999999998,Grande mauve
Plantae,Magnoliopsida,Chelidonium majus,44.846305,20.391035000000002,Grande chélidoine
Plantae,Magnoliopsida,Malva sylvestris,44.232052,21.19451,Grande mauve
Plantae,Magnoliopsida,Hedera helix,44.806944,20.483333,Lierre grimpant
Plantae,Magnoliopsida,Acer platanoides,44.973225,19.611925,Erable plane
Plantae,Magnoliopsida,Acer platanoides,45.227769,19.846509,Erable plane
Plantae,Magnoliopsida,Achillea millefolium,44.049811,22.09498,Achilée millefeuille
Plantae,Magnoliopsida,Malva sylvestris,44.750206,19.690199,Grande mauve
Plantae,Magnoliopsida,Acer platanoides,44.973225,19.611925,Erable plane
Plantae,Magnoliopsida,Phytolacca americana,44.761259,20.412810999999998,Raisin d'Amérique
Plantae,Magnoliopsida,Achillea millefolium,44.82387,20.399005,Achilée millefeuille
Plantae,Magnoliopsida,Acer platanoides,43.615,20.886944,Erable plane
Plantae,Magnoliopsida,Bellis perennis,45.56707,19.419623,Paquerette
Plantae,Magnoliopsida,Sempervivum tectorum,43.976974,21.264803,Joubarbe des toits
Plantae,Magnoliopsida,Malva sylvestris,44.08897,22.004303,Grande mauve
Plantae,Magnoliopsida,Robinia pseudoacacia,45.196121000000005,19.831451,Robinier faux acacia
Plantae,Magnoliopsida,Robinia pseudoacacia,43.314526,21.906223,Robinier faux acacia
Plantae,Magnoliopsida,Bellis perennis,44.809892,20.366749,Paquerette
Plantae,Magnoliopsida,Acer platanoides,44.97766,19.586142000000002,Erable plane
Plantae,Magnoliopsida,Bellis perennis,46.10606,19.660107,Paquerette
Plantae,Magnoliopsida,Robinia pseudoacacia,44.995261,20.930922,Robinier faux acacia
Plantae,Magnoliopsida,Hedera helix,43.570045,22.253334,Lierre grimpant
Plantae,Magnoliopsida,Cichorium intybus,44.807190999999996,20.499129,Chicorée sauvage
Plantae,Magnoliopsida,Acer platanoides,44.813379,20.372235999999997,Erable plane
Plantae,Magnoliopsida,Chelidonium majus,44.933453,20.241632,Grande chélidoine
Plantae,Magnoliopsida,Malva sylvestris,45.378699,20.356786,Grande mauve
Plantae,Magnoliopsida,Cichorium intybus,43.581621000000005,20.232189,Chicorée sauvage
Plantae,Magnoliopsida,Malva sylvestris,43.385674,19.640032,Grande mauve
Plantae,Magnoliopsida,Chelidonium majus,44.855476,20.472834,Grande chélidoine
Plantae,Magnoliopsida,Achillea millefolium,43.735451,19.715376000000003,Achilée millefeuille
Plantae,Magnoliopsida,Phytolacca americana,44.797568,20.274105,Raisin d'Amérique
Plantae,Magnoliopsida,Robinia pseudoacacia,44.778145,20.426704,Robinier faux acacia
Plantae,Magnoliopsida,Chelidonium majus,44.837074,20.372503,Grande chélidoine
Animalia,Mammalia,Sus scrofa,44.245709000000005,19.936045999999997,Sanglier
Animalia,Mammalia,Vulpes vulpes,45.284290000000006,20.419022000000002,Renard roux
Plantae,Magnoliopsida,Malva sylvestris,45.785613,20.135906,Grande mauve
Plantae,Magnoliopsida,Chelidonium majus,43.978021000000005,19.571529,Grande chélidoine
Animalia,Mammalia,Erinaceus roumanicus,42.725233,22.326559,Hérisson
Animalia,Mammalia,Spermophilus citellus,45.36025,20.389059,Souslik d'europe
Plantae,Magnoliopsida,Achillea millefolium,45.567963,19.412482,Achilée millefeuille
Plantae,Magnoliopsida,Hedera helix,45.564161,19.418936,Lierre grimpant
Plantae,Magnoliopsida,Phytolacca americana,44.825902,20.462798,Raisin d'Amérique
Plantae,Magnoliopsida,Hedera helix,44.797649,20.37046,Lierre grimpant
Plantae,Magnoliopsida,Achillea millefolium,43.141887,20.50688,Achilée millefeuille
Plantae,Magnoliopsida,Achillea millefolium,45.511765000000004,19.266972,Achilée millefeuille
Plantae,Magnoliopsida,Achillea millefolium,43.884037,20.335457,Achilée millefeuille
Plantae,Magnoliopsida,Chelidonium majus,43.311581,21.884581,Grande chélidoine
Plantae,Magnoliopsida,Hedera helix,44.799240999999995,20.502514,Lierre grimpant
Plantae,Magnoliopsida,Hedera helix,44.813904,20.476241,Lierre grimpant
Plantae,Magnoliopsida,Phytolacca americana,44.2475,19.917778,Raisin d'Amérique
Plantae,Magnoliopsida,Phytolacca americana,45.2559,19.826808,Raisin d'Amérique
Plantae,Magnoliopsida,Malva sylvestris,44.808056,20.475555,Grande mauve
Plantae,Magnoliopsida,Hedera helix,44.8157,20.479551,Lierre grimpant
Plantae,Magnoliopsida,Bellis perennis,44.830585,20.40868,Paquerette
Plantae,Magnoliopsida,Cichorium intybus,44.779298,20.460563,Chicorée sauvage
Plantae,Magnoliopsida,Acer platanoides,44.813965,20.370248999999998,Erable plane
Plantae,Magnoliopsida,Sempervivum tectorum,45.073645,20.602126000000002,Joubarbe des toits
Plantae,Magnoliopsida,Bellis perennis,45.462189,20.059791,Paquerette
Plantae,Magnoliopsida,Chelidonium majus,44.246262,19.930573000000003,Grande chélidoine
Plantae,Magnoliopsida,Hedera helix,44.690557,19.756242,Lierre grimpant
Plantae,Magnoliopsida,Hedera helix,44.788996999999995,20.449434,Lierre grimpant
Plantae,Magnoliopsida,Robinia pseudoacacia,44.821288,20.468484,Robinier faux acacia
Plantae,Magnoliopsida,Achillea millefolium,43.321188,21.93267,Achilée millefeuille
Plantae,Magnoliopsida,Malva sylvestris,43.637878,21.855458,Grande mauve
Plantae,Magnoliopsida,Hedera helix,44.98483,20.160872,Lierre grimpant
Plantae,Magnoliopsida,Robinia pseudoacacia,45.227717999999996,19.848129,Robinier faux acacia
Plantae,Magnoliopsida,Cichorium intybus,44.03337,20.880907,Chicorée sauvage
Plantae,Magnoliopsida,Bellis perennis,45.264534999999995,19.846741,Paquerette
Plantae,Magnoliopsida,Chelidonium majus,44.782697999999996,20.511983999999998,Grande chélidoine
Plantae,Magnoliopsida,Achillea millefolium,45.732481,19.824408,Achilée millefeuille
Plantae,Magnoliopsida,Phytolacca americana,44.018588,20.455112,Raisin d'Amérique
Plantae,Magnoliopsida,Achillea millefolium,45.301782,20.432055,Achilée millefeuille
Plantae,Magnoliopsida,Chelidonium majus,44.73878,20.428755,Grande chélidoine
Plantae,Magnoliopsida,Achillea millefolium,43.5625,20.758817999999998,Achilée millefeuille
Plantae,Magnoliopsida,Malva sylvestris,43.823792,21.971783,Grande mauve
Plantae,Magnoliopsida,Cichorium intybus,42.991944000000004,20.334444,Chicorée sauvage
Plantae,Magnoliopsida,Chelidonium majus,43.16285,22.506142,Grande chélidoine
Plantae,Magnoliopsida,Achillea millefolium,45.135427,20.252665,Achilée millefeuille
Plantae,Magnoliopsida,Hedera helix,44.814656,20.431131,Lierre grimpant
Plantae,Magnoliopsida,Acer platanoides,44.731097999999996,20.423606,Erable plane
Plantae,Magnoliopsida,Hedera helix,44.782281,20.426935999999998,Lierre grimpant
Plantae,Magnoliopsida,Malva sylvestris,45.82501,20.473492,Grande mauve
Plantae,Magnoliopsida,Cichorium intybus,43.588631,21.340231,Chicorée sauvage
Plantae,Magnoliopsida,Phytolacca americana,43.824166999999996,20.478333,Raisin d'Amérique
Plantae,Magnoliopsida,Hedera helix,45.402306,19.587398999999998,Lierre grimpant
Plantae,Magnoliopsida,Hedera helix,45.229881,19.849846,Lierre grimpant
Plantae,Magnoliopsida,Hedera helix,46.121389,19.6075,Lierre grimpant
Plantae,Magnoliopsida,Chelidonium majus,45.073563,20.602276999999997,Grande chélidoine
Plantae,Magnoliopsida,Robinia pseudoacacia,44.94508,20.222162,Robinier faux acacia
Plantae,Magnoliopsida,Chelidonium majus,44.734623,19.700357999999998,Grande chélidoine
Plantae,Magnoliopsida,Chelidonium majus,44.734673,20.464148,Grande chélidoine
Plantae,Magnoliopsida,Achillea millefolium,45.108868,20.728382,Achilée millefeuille
Plantae,Magnoliopsida,Acer platanoides,44.798565,20.470016,Erable plane
Plantae,Magnoliopsida,Acer platanoides,44.834137,20.288935000000002,Erable plane
Plantae,Magnoliopsida,Robinia pseudoacacia,44.78284,20.476306,Robinier faux acacia
Plantae,Magnoliopsida,Malva sylvestris,43.637423999999996,21.886671,Grande mauve
Plantae,Magnoliopsida,Hedera helix,43.574834,22.271399,Lierre grimpant
Plantae,Magnoliopsida,Cichorium intybus,44.461786,20.679178,Chicorée sauvage
Plantae,Magnoliopsida,Hedera helix,43.574843,22.271401,Lierre grimpant
Plantae,Magnoliopsida,Acer platanoides,44.806676,20.425394,Erable plane
Plantae,Magnoliopsida,Malva sylvestris,44.813916,20.414584,Grande mauve
Plantae,Magnoliopsida,Bellis perennis,44.233242,21.2019,Paquerette
Plantae,Magnoliopsida,Malva sylvestris,43.325134000000006,21.919905,Grande mauve
Plantae,Magnoliopsida,Chelidonium majus,44.586698,20.01316,Grande chélidoine
Plantae,Magnoliopsida,Achillea millefolium,43.541745,22.180985,Achilée millefeuille
Plantae,Magnoliopsida,Hedera helix,45.246666999999995,19.813056,Lierre grimpant
Plantae,Magnoliopsida,Acer platanoides,45.971111,19.438333,Erable plane
Plantae,Magnoliopsida,Malva sylvestris,44.870833000000005,20.618610999999998,Grande mauve
Plantae,Magnoliopsida,Phytolacca americana,45.98621,19.277943,Raisin d'Amérique
Plantae,Magnoliopsida,Chelidonium majus,44.143956,21.165769,Grande chélidoine
Plantae,Magnoliopsida,Hedera helix,45.397059999999996,20.397403,Lierre grimpant
Plantae,Magnoliopsida,Sempervivum tectorum,43.807159000000006,19.870592000000002,Joubarbe des toits
Plantae,Magnoliopsida,Phytolacca americana,45.235248,19.822612,Raisin d'Amérique
Plantae,Magnoliopsida,Cichorium intybus,44.827827,20.405104,Chicorée sauvage
Plantae,Magnoliopsida,Phytolacca americana,44.802421,20.395939000000002,Raisin d'Amérique
Plantae,Magnoliopsida,Robinia pseudoacacia,42.991667,20.335278,Robinier faux acacia
Plantae,Magnoliopsida,Acer platanoides,44.765893,20.41916,Erable plane
Plantae,Magnoliopsida,Bellis perennis,45.261943,19.814554,Paquerette
Plantae,Magnoliopsida,Hedera helix,43.569196000000005,22.260179,Lierre grimpant
Plantae,Magnoliopsida,Achillea millefolium,43.741665000000005,21.491112,Achilée millefeuille
Plantae,Magnoliopsida,Robinia pseudoacacia,43.321137,21.932741,Robinier faux acacia
Plantae,Magnoliopsida,Chelidonium majus,44.815186,20.473604,Grande chélidoine
Plantae,Magnoliopsida,Achillea millefolium,43.275355,20.350425,Achilée millefeuille
Plantae,Magnoliopsida,Sempervivum tectorum,44.821016,20.458983,Joubarbe des toits
Animalia,Mammalia,Meles meles,44.253917,19.802101,Blaireau européen
Animalia,Mammalia,Lepus europaeus,44.212777,19.965038,Lièvre d'europe
Animalia,Aves,Numenius arquata,45.9202,20.3018,Courlis cendré
Animalia,Aves,Numenius arquata,45.6255,20.2093,Courlis cendré
Animalia,Aves,Limosa limosa,43.1456,22.6061,Barge à queue noire
Animalia,Aves,Falco vespertinus,45.528,20.296,Faucon kobez
Animalia,Aves,Falco vespertinus,43.2545,22.5432,Faucon kobez
Animalia,Aves,Aythya nyroca,45.2177,20.6306,Fuligule nyroca
Animalia,Aves,Aythya nyroca,44.8269,20.4456,Fuligule nyroca
Animalia,Aves,Aythya nyroca,44.8534,20.5513,Fuligule nyroca
Animalia,Aves,Aythya nyroca,44.83,20.45,Fuligule nyroca
Animalia,Aves,Aythya nyroca,44.8662,20.4915,Fuligule nyroca
Animalia,Aves,Aythya nyroca,44.8233,20.4416,Fuligule nyroca
Animalia,Aves,Falco vespertinus,45.52523,20.300888,Faucon kobez
Animalia,Aves,Aythya nyroca,44.8233,20.4416,Fuligule nyroca
Animalia,Mammalia,Sciurus vulgaris,44.103367999999996,19.989892,Ecureuil Roux
Plantae,Magnoliopsida,Bellis perennis,45.799349,20.124341,Paquerette
Animalia,Aves,Aythya nyroca,44.8269,20.4456,Fuligule nyroca
Animalia,Aves,Limosa limosa,45.3304,20.3843,Barge à queue noire
Animalia,Mammalia,Erinaceus roumanicus,45.975291999999996,19.416081,Hérisson
Animalia,Aves,Aythya nyroca,44.996357,20.401845,Fuligule nyroca
Plantae,Magnoliopsida,Robinia pseudoacacia,44.262928,19.897228,Robinier faux acacia
Animalia,Mammalia,Capreolus capreolus,45.797645,20.145861,Chevreuil
Animalia,Mammalia,Rattus norvegicus,44.277049,19.895495,Rat brun
Animalia,Mammalia,Ursus arctos,43.952017,19.395831,Ours brun
Plantae,Magnoliopsida,Phytolacca americana,43.668912,21.414366,Raisin d'Amérique
Plantae,Magnoliopsida,Hedera helix,44.778725,20.374308,Lierre grimpant
Plantae,Magnoliopsida,Phytolacca americana,44.368217,19.242538,Raisin d'Amérique
Plantae,Magnoliopsida,Robinia pseudoacacia,44.819078999999995,20.397773,Robinier faux acacia
Plantae,Magnoliopsida,Sempervivum tectorum,44.003403999999996,19.98421,Joubarbe des toits
Plantae,Magnoliopsida,Achillea millefolium,43.284008,20.811489,Achilée millefeuille
Plantae,Magnoliopsida,Cichorium intybus,43.899551,22.183128,Chicorée sauvage
Plantae,Magnoliopsida,Phytolacca americana,44.698611,20.396667,Raisin d'Amérique
Plantae,Magnoliopsida,Malva sylvestris,45.239274,19.844202,Grande mauve
Plantae,Magnoliopsida,Robinia pseudoacacia,44.613448,21.192078,Robinier faux acacia
Plantae,Magnoliopsida,Achillea millefolium,45.175077,19.897049,Achilée millefeuille
Plantae,Magnoliopsida,Sempervivum tectorum,43.723789000000004,21.297757999999998,Joubarbe des toits
Plantae,Magnoliopsida,Malva sylvestris,44.808056,20.475555,Grande mauve
Plantae,Magnoliopsida,Achillea millefolium,43.274786999999996,20.758254,Achilée millefeuille
Plantae,Magnoliopsida,Achillea millefolium,43.345936,21.867232,Achilée millefeuille
Plantae,Magnoliopsida,Cichorium intybus,43.314884,21.905598,Chicorée sauvage
Plantae,Magnoliopsida,Malva sylvestris,44.024884,20.463922,Grande mauve
Plantae,Magnoliopsida,Robinia pseudoacacia,44.506701,20.295982000000002,Robinier faux acacia
Plantae,Magnoliopsida,Acer platanoides,44.820889,20.418764000000003,Erable plane
Plantae,Magnoliopsida,Malva sylvestris,44.843924,20.394499,Grande mauve
Plantae,Magnoliopsida,Bellis perennis,44.817448,20.398645000000002,Paquerette
Plantae,Magnoliopsida,Malva sylvestris,44.829657,20.463929,Grande mauve
Plantae,Magnoliopsida,Malva sylvestris,44.059041,22.08054,Grande mauve
Plantae,Magnoliopsida,Achillea millefolium,43.930734,20.360530999999998,Achilée millefeuille
Plantae,Magnoliopsida,Malva sylvestris,44.982948,20.15691,Grande mauve
Plantae,Magnoliopsida,Chelidonium majus,44.734787,20.464146,Grande chélidoine
Plantae,Magnoliopsida,Acer platanoides,44.764144,20.476519,Erable plane
Plantae,Magnoliopsida,Hedera helix,44.828576,20.403415,Lierre grimpant
Plantae,Magnoliopsida,Hedera helix,44.772819,20.490274,Lierre grimpant
